Location,Location Name,District Number,Region Number,Terr Num,EFF DT,Current Starting Rate,Staffing Level,Current Staffing Level,YTD Average Staffing Level,Current Staffing Score,YTD Staffing Score,Total Staffing Score,LY Turn %,YTD Turn %,YOY Turn Variance,Turnover Score,Unemployment Score,Kohl's to County Comp Score,County Score,Applicant Flow,Acceptance Rate,Acceptance Rate Score,Applicant Flow Score,Recruiting Score,Cost of Labor Zone,Wage Pressue Score,Wage Score Color,Starting Rate Buckets
409,Plano West,26,4,1,10/28/17,9.00,0.94,0.94,0.98,3,2,2.3,0.64,0.41,-0.24,1,5,5,5,4.23,1.22,1,2,1.4,3,2.29,Green,9
411,Jericho,27,9,4,10/28/17,10.00,0.88,0.88,0.92,4,3,3.3,0.50,0.36,-0.14,2,4,3,3.5,5.29,1.15,1,3,1.8,4,2.64,Green,10
413,North Dallas,26,4,1,10/28/17,9.00,0.97,0.97,0.98,2,2,2,0.57,0.45,-0.12,2,5,5,5,7.05,1.12,1,2,1.4,3,2.45,Green,9
414,Grand Prairie,68,4,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.66,0.80,0.14,5,5,5,5,11.63,1.04,1,1,1,3,3.01,Yellow,9
415,Southwest Denver,25,12,3,10/28/17,9.30,0.91,0.91,0.98,3,2,2.3,0.53,0.39,-0.14,2,5,4,4.5,2.72,1.35,1,1,1,3,2.34,Green,9.38
416,McKinney,26,4,1,10/28/17,9.00,1.00,1.00,0.97,1,2,1.7,0.34,0.63,0.29,5,5,5,5,4.21,1.16,1,2,1.4,3,3.11,Yellow,9
417,Massapequa,27,9,4,10/28/17,10.00,0.93,0.93,0.98,3,2,2.3,0.38,0.34,-0.04,3,4,3,3.5,3.25,1.15,1,2,1.4,4,2.49,Green,10
418,Oceanside,56,9,4,10/28/17,10.00,0.93,0.93,0.96,3,2,2.3,0.43,0.31,-0.12,2,4,3,3.5,7.85,1.24,1,2,1.4,4,2.24,Green,10
419,Lemont,49,1,2,10/28/17,10.00,0.95,0.95,0.98,2,2,2,0.30,0.30,0.00,4,4,3,3.5,2.88,1.13,1,1,1,3,2.55,Green,10
420,Lake Zurich,19,1,2,10/28/17,9.00,0.74,0.74,0.94,5,3,3.6,0.53,0.57,0.04,4,5,3,4,1.92,1.14,1,1,1,3,3.13,Yellow,9
421,Golden,25,12,3,10/28/17,9.80,0.76,0.76,0.90,5,4,4.3,0.58,0.72,0.14,5,5,4,4.5,3.66,1.19,1,2,1.4,3,3.79,Orange,9.87
422,Cranberry,20,15,4,10/28/17,9.00,0.82,0.82,0.93,4,3,3.3,0.34,0.31,-0.04,3,5,3,4,3.14,1.4,1,2,1.4,2,2.89,Green,9
423,Southlake,26,4,1,10/28/17,9.00,0.90,0.90,0.96,3,2,2.3,0.36,0.33,-0.04,3,5,5,5,1.74,1.02,1,1,1,2,2.69,Green,9
424,Bay Shore,27,9,4,10/28/17,10.00,0.88,0.88,0.95,4,3,3.3,0.46,0.32,-0.14,2,4,3,3.5,7.62,1.15,1,2,1.4,4,2.54,Green,10
425,Southeast Tulsa,34,5,1,10/28/17,9.00,0.94,0.94,0.97,3,2,2.3,0.54,0.59,0.05,4,4,4,4,5.96,1.14,1,3,1.8,2,2.94,Green,9
426,Riverside,34,5,1,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.55,0.64,0.09,4,4,3,3.5,5.8,1.15,1,3,1.8,2,2.66,Green,9
427,Owasso,34,5,1,10/28/17,9.00,0.98,0.98,1.00,2,2,2,0.42,0.43,0.01,4,4,3,3.5,3.9,1.21,1,2,1.4,2,2.65,Green,9
428,Elmhurst,5,1,2,10/28/17,9.00,0.85,0.85,0.98,4,2,2.6,0.37,0.48,0.11,5,5,4,4.5,4.47,1.14,1,2,1.4,3,3.28,Yellow,9
429,Longmont,59,12,3,10/28/17,9.30,0.90,0.90,0.94,3,3,3,0.65,0.83,0.18,5,5,4,4.5,4.01,1.2,1,2,1.4,3,3.4,Yellow,9.38
430,Fort Collins,59,12,3,10/28/17,9.30,0.93,0.93,0.96,3,2,2.3,0.65,0.74,0.10,4,5,4,4.5,8.46,1.24,1,2,1.4,2,2.94,Green,9.38
431,Easton,74,15,4,10/28/17,9.00,0.90,0.90,0.99,3,2,2.3,0.41,0.32,-0.09,3,4,2,3,4.24,1.14,1,2,1.4,2,2.39,Green,9
432,Kernersville,10,14,1,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.41,0.33,-0.08,3,5,3,4,5.66,1.02,1,3,1.8,2,2.51,Green,9
433,Flint,31,11,2,10/28/17,9.00,0.95,0.95,0.96,2,2,2,0.65,0.76,0.11,5,3,3,3,5.51,1.07,1,3,1.8,2,2.9,Green,9
434,Fenton,81,14,1,10/28/17,9.00,0.84,0.84,0.94,4,3,3.3,0.47,0.65,0.18,5,5,3,4,3.93,1.09,1,2,1.4,2,3.39,Yellow,9
435,Neenah,1,6,2,10/28/17,9.50,0.82,0.82,0.93,4,3,3.3,0.49,0.53,0.05,4,5,2,3.5,3.18,1.17,1,2,1.4,2,3.04,Yellow,9.38
436,Rochester Hills,31,11,2,10/28/17,9.00,0.85,0.85,0.95,4,2,2.6,0.42,0.42,0.00,3,5,4,4.5,3,1.17,1,2,1.4,3,2.78,Green,9
437,Stockbridge,37,5,1,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.37,0.50,0.13,5,4,2,3,14.79,1.07,1,1,1,2,2.61,Green,9
438,Fayetteville,37,5,1,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.81,0.63,-0.18,2,5,2,3.5,9.78,1.13,1,2,1.4,2,2.06,Green,9
439,Newnan,37,5,1,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.45,0.34,-0.10,2,5,3,4,6.56,1.14,1,3,1.8,2,2.26,Green,9
440,Hiram,37,5,1,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.59,0.57,-0.02,3,5,3,4,7.59,1.15,1,2,1.4,2,2.41,Green,9
441,Acworth,37,5,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.35,0.38,0.03,4,5,4,4.5,6.39,1.1,1,3,1.8,2,2.86,Green,9
442,Austell,37,5,1,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.39,0.14,-0.25,1,5,3,4,12.64,1.03,1,1,1,2,1.81,Green,9
443,Woodstock,37,5,1,10/28/17,9.00,0.97,0.97,0.99,2,2,2,0.39,0.35,-0.04,3,5,4,4.5,4.82,1.24,1,2,1.4,2,2.6,Green,9
444,Merchants Walk,37,5,1,10/28/17,9.00,0.96,0.96,0.95,2,2,2,0.66,0.48,-0.18,2,5,3,4,5.75,1.16,1,3,1.8,2,2.35,Green,9
445,Roswell,37,5,1,10/28/17,9.00,0.96,0.96,0.97,2,2,2,0.44,0.34,-0.11,2,4,5,4.5,3.58,1.07,1,2,1.4,2,2.35,Green,9
446,Cumming,36,5,1,10/28/17,9.00,0.80,0.80,0.92,4,3,3.3,0.68,0.65,-0.03,3,5,4,4.5,3.42,1.23,1,2,1.4,2,2.99,Green,9
447,Johns Creek,36,5,1,10/28/17,9.00,0.84,0.84,0.95,4,3,3.3,0.69,0.67,-0.02,3,5,5,5,4.37,1.17,1,2,1.4,2,3.09,Yellow,9
449,Duluth,36,5,1,10/28/17,9.00,1.00,1.00,0.96,1,2,1.7,1.05,0.62,-0.42,1,5,4,4.5,8.21,1.08,1,2,1.4,2,2.01,Green,9
450,Snellville,36,5,1,10/28/17,9.00,1.00,1.00,0.97,1,2,1.7,0.65,0.61,-0.03,3,5,5,5,8.29,1.11,1,2,1.4,2,2.61,Green,9
451,Conyers,36,5,1,10/28/17,9.00,0.97,0.97,0.99,2,2,2,0.45,0.47,0.02,4,4,2,3,15.93,1.14,1,1,1,2,2.45,Green,9
452,Lawrenceville,36,5,1,10/28/17,9.00,0.84,0.84,0.90,4,4,4,0.66,0.90,0.25,5,5,5,5,10.67,1.18,1,1,1,2,3.7,Yellow,9
453,Chattanooga,35,5,1,10/28/17,9.00,0.92,0.92,0.97,3,2,2.3,0.74,0.77,0.03,4,5,4,4.5,5.28,1.05,1,3,1.8,1,3.04,Yellow,9
454,Wausau,1,6,2,10/28/17,9.00,0.84,0.84,0.89,4,4,4,0.47,0.50,0.04,4,5,3,4,2.27,1.15,1,1,1,2,3.25,Yellow,9
455,Fayetteville,53,5,1,10/28/17,9.00,1.00,1.00,0.96,1,2,1.7,0.86,0.54,-0.32,1,5,4,4.5,6.29,1.34,1,3,1.8,1,2.11,Green,9
456,Fort Smith,53,5,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.63,0.58,-0.05,3,5,4,4.5,8.22,1.13,1,2,1.4,1,2.51,Green,9
457,Rogers,53,5,1,10/28/17,10.00,1.00,1.00,0.98,1,2,1.7,0.52,0.54,0.03,4,5,3,4,4.65,1.1,1,2,1.4,1,2.66,Green,10
458,Apple Valley,8,7,2,10/28/17,9.50,0.87,0.87,0.94,4,3,3.3,0.59,0.50,-0.09,3,5,2,3.5,3.76,1.16,1,2,1.4,3,2.79,Green,9.38
459,North Huntingdon,20,15,4,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.27,0.23,-0.04,3,4,2,3,2.85,1.14,1,1,1,2,2.11,Green,9
460,Enfield,57,3,4,10/28/17,10.10,1.00,1.00,0.99,1,2,1.7,0.28,0.29,0.01,4,4,2,3,6,1.09,1,3,1.8,3,2.56,Green,10.12
461,Plainville,32,9,4,10/28/17,10.10,1.00,1.00,1.00,1,2,1.7,0.34,0.34,0.00,3,4,2,3,8.15,1.12,1,2,1.4,3,2.21,Green,10.12
462,Powers Blvd,25,12,3,10/28/17,9.30,1.00,1.00,1.00,1,1,1,0.60,0.48,-0.12,2,5,4,4.5,8.5,1.15,1,2,1.4,2,2.05,Green,9.38
463,Bel Air,21,15,4,10/28/17,9.25,0.93,0.93,0.98,3,2,2.3,0.57,0.47,-0.09,3,5,2,3.5,6.86,1.31,1,3,1.8,2,2.59,Green,9.12
464,Avon,72,11,2,10/28/17,9.00,0.88,0.88,0.92,4,3,3.3,0.72,0.59,-0.13,2,2,3,2.5,3.38,1.12,1,2,1.4,2,2.34,Green,9
465,Cary Crossing,44,14,1,10/28/17,9.00,0.85,0.85,0.95,4,3,3.3,0.45,0.44,-0.01,3,5,4,4.5,4.82,1.14,1,2,1.4,2,2.99,Green,9
466,Falls Pointe,44,14,1,10/28/17,9.00,0.96,0.96,1.00,2,2,2,0.37,0.29,-0.07,3,5,4,4.5,5.36,1.08,1,3,1.8,2,2.7,Green,9
467,Troy,7,11,2,10/28/17,9.00,0.99,0.99,0.98,2,2,2,0.43,0.49,0.06,4,5,5,5,5.82,1.09,1,3,1.8,3,3.05,Yellow,9
468,Mesquite,68,4,1,10/28/17,9.00,1.00,1.00,0.94,1,3,2.4,0.75,0.75,0.00,3,5,5,5,13.75,1.14,1,1,1,3,2.72,Green,9
469,Hamilton Township,52,15,4,10/28/17,9.00,0.88,0.88,0.99,4,2,2.6,0.24,0.30,0.05,4,4,3,3.5,5.17,1.21,1,3,1.8,3,2.93,Green,9
470,Groton,42,3,4,10/28/17,10.10,0.96,0.96,0.98,2,2,2,0.65,0.51,-0.14,2,5,3,4,5.17,1.07,1,3,1.8,3,2.35,Green,10.12
471,Lisbon,42,3,4,10/28/17,10.10,1.00,1.00,1.00,1,2,1.7,0.30,0.32,0.02,4,5,3,4,4.07,1.06,1,2,1.4,3,2.66,Green,10.12
472,Lee's Summit,76,7,2,10/28/17,9.00,0.91,0.91,0.98,3,2,2.3,0.69,0.70,0.01,4,5,4,4.5,4.3,1.16,1,2,1.4,2,2.94,Green,9
473,Valparaiso,6,1,2,10/28/17,9.00,0.92,0.92,0.97,3,2,2.3,0.54,0.46,-0.09,3,5,2,3.5,6.08,1.14,1,3,1.8,2,2.59,Green,9
474,Frankfort,6,1,2,10/28/17,9.00,0.87,0.87,0.96,4,2,2.6,0.57,0.95,0.38,5,3,3,3,3.75,1.13,1,2,1.4,3,2.98,Green,9
475,McHenry,19,1,2,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.27,0.22,-0.05,3,5,3,4,3.38,1.05,1,2,1.4,3,2.41,Green,9
476,Howell,38,9,4,10/28/17,9.00,0.97,0.97,0.98,2,2,2,0.25,0.23,-0.02,3,4,4,4,2.93,1.15,1,1,1,4,2.4,Green,9
477,Santa Maria,70,13,3,10/28/17,10.50,1.00,1.00,0.98,1,2,1.7,0.53,0.62,0.09,4,4,5,4.5,5.78,1.09,1,3,1.8,3,2.86,Green,10.38
478,Hillsborough,38,9,4,10/28/17,9.00,0.86,0.86,0.97,4,2,2.6,0.41,0.29,-0.12,2,4,5,4.5,4.4,1.1,1,2,1.4,4,2.53,Green,9
479,Royersford,21,15,4,10/28/17,9.00,0.93,0.93,0.96,3,2,2.3,0.67,0.39,-0.29,1,5,5,5,3.1,1.24,1,2,1.4,3,2.29,Green,9
480,Brighton,7,11,2,10/28/17,9.00,0.81,0.81,0.89,4,4,4,0.55,0.49,-0.07,3,5,4,4.5,2.5,1.41,1,1,1,2,3.1,Yellow,9
481,Shelby Township,31,11,2,10/28/17,9.00,0.80,0.80,0.95,4,3,3.3,0.52,0.71,0.19,5,4,3,3.5,3.68,1.18,1,2,1.4,3,3.29,Yellow,9
482,Midland,31,11,2,10/28/17,9.00,0.94,0.94,0.98,3,2,2.3,0.45,0.60,0.15,5,4,3,3.5,3.54,1.18,1,2,1.4,2,2.99,Green,9
483,SW Waukesha,2,6,2,10/28/17,9.00,0.81,0.81,0.95,4,2,2.6,0.52,0.46,-0.05,3,5,2,3.5,2.82,1.1,1,1,1,2,2.48,Green,9
484,Delavan,2,6,2,10/28/17,9.00,0.97,0.97,0.99,2,2,2,0.26,0.23,-0.03,3,5,3,4,2.04,1.17,1,1,1,2,2.4,Green,9
485,Muskego,3,6,2,10/28/17,9.00,0.93,0.93,0.96,3,2,2.3,0.40,0.38,-0.02,3,5,3,4,2.35,1.19,1,1,1,2,2.49,Green,9
486,Bainbridge,15,11,2,10/28/17,9.00,0.98,0.98,0.97,2,2,2,0.33,0.45,0.12,5,4,2,3,2.95,1.17,1,1,1,2,2.7,Green,9
487,Edmond,34,5,1,10/28/17,9.00,0.96,0.96,0.98,2,2,2,0.27,0.53,0.26,5,4,3,3.5,4.25,1.17,1,2,1.4,1,2.9,Green,9
488,Northwest Oklahoma,34,5,1,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.58,0.80,0.22,5,4,3,3.5,7.38,1.16,1,2,1.4,1,2.81,Green,9
489,Yukon,34,5,1,10/28/17,9.00,0.99,0.99,0.97,2,2,2,0.83,0.81,-0.01,3,5,4,4.5,4.18,1.09,1,2,1.4,1,2.6,Green,9
490,Moore,34,5,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.80,0.60,-0.20,1,5,3,4,8.16,1.15,1,2,1.4,1,1.91,Green,9
491,Westminster,66,15,4,10/28/17,9.25,1.00,1.00,0.99,1,2,1.7,0.43,0.32,-0.12,2,5,2,3.5,4.28,1.06,1,2,1.4,3,2.06,Green,9.12
492,Eldersburg,66,15,4,10/28/17,9.25,0.77,0.77,0.98,5,2,2.9,0.37,0.51,0.14,5,5,2,3.5,4.28,1.23,1,2,1.4,3,3.17,Yellow,9.12
493,Greenville,75,14,1,10/28/17,9.00,0.92,0.92,0.99,3,2,2.3,0.41,0.52,0.11,5,5,3,4,4.33,1.13,1,2,1.4,1,3.09,Yellow,9
494,Asheville,75,14,1,10/28/17,9.00,0.95,0.95,0.94,2,3,2.7,0.82,0.86,0.04,4,5,3,4,3.95,1.21,1,2,1.4,1,2.96,Green,9
495,Columbus,13,2,4,10/28/17,9.00,0.95,0.95,0.99,2,2,2,0.60,0.68,0.09,4,5,3,4,4.49,1.11,1,2,1.4,2,2.75,Green,9
496,Johnson Creek,2,6,2,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.30,0.40,0.10,5,5,2,3.5,1.94,1.29,1,1,1,2,2.71,Green,9
500,Coralville,79,7,2,10/28/17,10.10,0.92,0.92,0.98,3,2,2.3,0.44,0.47,0.03,4,5,3,4,2.18,1.04,1,1,1,2,2.74,Green,10.12
501,Cedar Falls,79,7,2,10/28/17,9.00,0.88,0.88,0.96,4,2,2.6,0.71,0.57,-0.13,2,5,3,4,4.83,1.08,1,2,1.4,1,2.43,Green,9
502,Perrysburg,72,11,2,10/28/17,9.00,0.92,0.92,0.96,3,2,2.3,0.81,0.69,-0.12,2,4,3,3.5,3.56,1.14,1,2,1.4,2,2.24,Green,9
503,Manchester,57,3,4,10/28/17,10.10,1.00,1.00,1.00,1,2,1.7,0.51,0.49,-0.02,3,4,2,3,8.05,1.1,1,2,1.4,3,2.21,Green,10.12
504,Newark,21,15,4,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.49,0.38,-0.11,2,4,2,3,6.7,1.08,1,3,1.8,3,2.06,Green,9
505,Wallkill,46,9,4,10/28/17,9.70,1.00,1.00,0.95,1,2,1.7,0.76,0.54,-0.21,1,4,2,3,5.12,1.18,1,3,1.8,4,1.81,Green,9.63
506,South Elgin,49,1,2,10/28/17,9.00,0.90,0.90,0.91,3,3,3,0.71,0.56,-0.15,2,4,3,3.5,4.67,1.14,1,2,1.4,3,2.45,Green,9
507,El Paso East,51,12,3,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.39,0.24,-0.15,2,4,3,3.5,9.36,1.03,1,2,1.4,1,2.06,Green,9
508,El Paso,51,12,3,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.71,0.60,-0.12,2,4,4,4,15.3,1.03,1,1,1,1,2.06,Green,9
509,North Austin,61,4,1,10/28/17,10.00,1.00,1.00,0.94,1,3,2.4,0.67,0.77,0.10,5,5,5,5,5.53,1.16,1,3,1.8,2,3.42,Yellow,10
510,Lakeline,61,4,1,10/28/17,9.00,0.85,0.85,0.92,4,3,3.3,0.69,0.55,-0.14,2,5,4,4.5,3.07,1.13,1,2,1.4,2,2.74,Green,9
511,Round Rock,61,4,1,10/28/17,9.00,0.86,0.86,0.96,4,2,2.6,0.44,0.85,0.40,5,5,4,4.5,5.34,1.19,1,3,1.8,2,3.38,Yellow,9
512,New Albany,67,2,4,10/28/17,9.00,0.87,0.87,0.98,4,2,2.6,0.47,0.56,0.09,4,5,2,3.5,3.17,1.12,1,2,1.4,1,2.83,Green,9
513,Preston Highway,67,2,4,10/28/17,9.00,1.00,1.00,0.96,1,2,1.7,0.71,0.61,-0.10,2,5,4,4.5,5.35,1.08,1,3,1.8,1,2.36,Green,9
514,Battle Creek,16,11,2,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.82,0.76,-0.06,3,4,3,3.5,4.88,1.11,1,2,1.4,2,2.31,Green,9
515,Frisco,26,4,1,10/28/17,9.50,0.87,0.87,0.93,4,3,3.3,0.44,0.85,0.41,5,5,5,5,5.59,1.18,1,3,1.8,3,3.69,Yellow,9.38
516,Rocky Point,27,9,4,10/28/17,10.00,0.91,0.91,0.92,3,3,3,0.80,0.34,-0.46,1,4,3,3.5,4.63,1.1,1,2,1.4,4,2.2,Green,10
517,Gainesville,36,5,1,10/28/17,9.00,0.95,0.95,0.98,2,2,2,0.46,0.46,0.00,3,5,3,4,6.62,1.12,1,3,1.8,1,2.6,Green,9
518,Hamilton Mill,36,5,1,10/28/17,9.00,1.00,1.00,1.00,1,2,1.7,0.39,0.57,0.18,5,5,5,5,5.49,1.2,1,3,1.8,2,3.21,Yellow,9
519,Bloomington,13,2,4,10/28/17,9.00,0.89,0.89,0.96,4,2,2.6,0.76,0.61,-0.15,2,5,2,3.5,4.17,1.16,1,2,1.4,1,2.33,Green,9
520,Shakopee,8,7,2,10/28/17,9.50,0.83,0.83,0.97,4,2,2.6,0.32,0.41,0.09,4,5,3,4,2.11,1.28,1,1,1,3,2.83,Green,9.38
521,Woodlands,40,4,1,10/28/17,9.00,0.92,0.92,0.96,3,2,2.3,0.56,0.78,0.22,5,4,4,4,5.19,1.15,1,3,1.8,3,3.19,Yellow,9
522,Franklin,35,5,1,10/28/17,10.00,0.74,0.74,0.82,5,4,4.3,0.60,0.53,-0.07,3,5,4,4.5,3.24,1.17,1,2,1.4,1,3.29,Yellow,10
523,Hermitage,35,5,1,10/28/17,9.00,0.77,0.77,0.96,5,2,2.9,0.34,0.47,0.13,5,5,5,5,4.26,1.14,1,2,1.4,1,3.47,Yellow,9
524,Hendersonville,35,5,1,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.45,0.57,0.13,5,5,4,4.5,3.13,1.11,1,2,1.4,1,3.01,Yellow,9
525,Murfreesboro,35,5,1,10/28/17,9.00,0.88,0.88,0.94,4,3,3.3,0.66,0.84,0.18,5,5,4,4.5,6.33,1.11,1,3,1.8,1,3.59,Yellow,9
526,Burleson,68,4,1,10/28/17,9.00,1.00,1.00,0.95,1,3,2.4,0.75,0.51,-0.24,1,5,5,5,6.38,1.11,1,3,1.8,2,2.42,Green,9
527,Katy,71,4,1,10/28/17,9.00,0.98,0.98,0.97,2,2,2,0.56,0.71,0.16,5,4,5,4.5,11.04,1.16,1,1,1,3,3,Yellow,9
528,Burlington,41,3,4,10/28/17,11.00,0.88,0.88,0.96,4,2,2.6,0.35,0.28,-0.08,3,5,2,3.5,2.2,1.02,1,1,1,3,2.48,Green,10.5
529,Chelmsford,41,3,4,10/28/17,11.00,1.00,1.00,0.99,1,2,1.7,0.34,0.36,0.02,4,5,2,3.5,4.11,1.09,1,2,1.4,3,2.56,Green,10.5
530,Hingham,42,3,4,10/28/17,11.00,0.80,0.80,0.88,4,4,4,0.40,0.33,-0.07,3,5,2,3.5,2.14,1.14,1,1,1,3,2.9,Green,10.5
531,Medford,41,3,4,10/28/17,11.00,1.00,1.00,0.99,1,2,1.7,0.49,0.22,-0.27,1,5,2,3.5,3.38,1.05,1,2,1.4,3,1.81,Green,10.5
532,Milford,41,3,4,10/28/17,11.00,1.00,1.00,0.99,1,2,1.7,0.35,0.43,0.07,4,5,2,3.5,3.51,1.16,1,2,1.4,3,2.56,Green,10.5
533,Nashua,12,3,4,10/28/17,10.00,0.79,0.79,0.93,5,3,3.6,0.41,0.35,-0.06,3,5,3,4,4.29,1.11,1,2,1.4,3,2.98,Green,10
534,Newington,12,3,4,10/28/17,10.25,0.66,0.66,0.85,5,4,4.3,0.65,0.68,0.03,4,5,2,3.5,1.93,1.23,1,1,1,2,3.24,Yellow,10.12
535,North Andover,41,3,4,10/28/17,11.00,1.00,1.00,0.99,1,2,1.7,0.60,0.46,-0.13,2,5,2,3.5,5.53,1.07,1,3,1.8,3,2.16,Green,10.5
536,Pembroke,42,3,4,10/28/17,11.00,0.93,0.93,0.98,3,2,2.3,0.37,0.30,-0.07,3,5,1,3,1.96,1.11,1,1,1,3,2.29,Green,10.5
537,Plaistow,12,3,4,10/28/17,10.00,0.91,0.91,0.93,3,3,3,0.64,0.53,-0.11,2,5,2,3.5,3.56,1.14,1,2,1.4,3,2.45,Green,10
538,Salem,12,3,4,10/28/17,10.00,0.92,0.92,0.97,3,2,2.3,0.38,0.35,-0.03,3,5,2,3.5,2.87,1.15,1,1,1,3,2.39,Green,10
539,Walpole,41,3,4,10/28/17,11.00,0.85,0.85,0.97,4,2,2.6,0.34,0.31,-0.03,3,5,2,3.5,1.38,0.85,3,1,2.2,3,2.78,Green,10.5
540,Woburn,41,3,4,10/28/17,11.00,0.85,0.85,0.95,4,2,2.6,0.39,0.23,-0.15,2,5,2,3.5,1.99,1.26,1,1,1,3,2.23,Green,10.5
541,Clifton,28,9,4,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.43,0.39,-0.04,3,3,4,3.5,10.28,1.08,1,1,1,4,2.21,Green,9
542,Ramsey,28,9,4,10/28/17,9.00,0.85,0.85,0.95,4,2,2.6,0.30,0.31,0.01,4,4,5,4.5,3.14,1.33,1,2,1.4,4,3.03,Yellow,9
543,Wayne,28,9,4,10/28/17,9.00,0.98,0.98,0.97,2,2,2,0.47,0.44,-0.03,3,3,4,3.5,4.16,1.16,1,2,1.4,4,2.4,Green,9
544,Copperfield,40,4,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.60,0.64,0.04,4,4,5,4.5,8.47,1.15,1,2,1.4,3,2.76,Green,9
545,Steeplechase,40,4,1,10/28/17,9.00,0.93,0.93,0.99,3,2,2.3,0.41,0.62,0.20,5,4,5,4.5,11.78,1.23,1,1,1,3,3.09,Yellow,9
546,Brewster,46,9,4,10/28/17,9.70,0.89,0.89,0.97,4,2,2.6,0.32,0.28,-0.04,3,4,1,2.5,2.12,1.24,1,1,1,4,2.28,Green,9.63
547,Smithfield,42,3,4,10/28/17,9.60,1.00,1.00,0.99,1,2,1.7,0.34,0.40,0.06,4,4,2,3,4.69,1.15,1,2,1.4,3,2.46,Green,9.63
548,Rancho Santa Margarita,48,8,3,10/28/17,10.50,0.94,0.94,1.00,3,2,2.3,0.29,0.37,0.07,4,5,5,5,2.15,0.91,2,1,1.6,4,3.09,Yellow,10.38
549,Spring,40,4,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.38,0.28,-0.10,2,4,5,4.5,14.7,1.06,1,1,1,3,2.16,Green,9
550,Baybrook,71,4,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.34,0.30,-0.04,3,4,5,4.5,3.63,1.17,1,2,1.4,3,2.51,Green,9
551,Seekonk,42,3,4,10/28/17,11.00,1.00,1.00,1.00,1,2,1.7,0.31,0.30,-0.01,3,4,2,3,3.6,1.07,1,2,1.4,3,2.21,Green,10.5
552,Tomball,40,4,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.46,0.51,0.05,4,4,5,4.5,6.63,1.12,1,3,1.8,3,2.86,Green,9
553,Missouri City,71,4,1,10/28/17,9.00,1.00,1.00,0.98,1,2,1.7,0.78,0.47,-0.32,1,4,4,4,7.24,1.06,1,2,1.4,3,1.91,Green,9
554,Humble,40,4,1,10/28/17,9.00,0.03,0.03,0.89,5,4,4.3,0.42,0.59,0.17,5,4,,,9.13,1.18,1,2,1.4,3,,,9
555,Pasadena,71,4,1,10/28/17,9.00,1.00,1.00,0.99,1,2,1.7,0.51,0.43,-0.08,3,4,5,4.5,9.08,1.07,1,2,1.4,3,2.51,Green,9
556,Pearland,71,4,1,10/28/17,9.00,0.95,0.95,0.96,2,2,2,0.81,0.91,0.10,5,3,5,4,8.94,1.1,1,2,1.4,3,3,Yellow,9
557,Westchase,71,4,1,10/28/17,9.00,1.00,1.00,0.96,1,2,1.7,0.67,0.56,-0.11,2,4,5,4.5,10.16,1.11,1,1,1,3,2.16,Green,9
558,Southport,4,6,2,10/28/17,9.00,0.95,0.95,0.99,2,2,2,0.50,0.48,-0.02,3,5,4,4.5,4.89,1.12,1,2,1.4,2,2.6,Green,9
559,Huntsville,53,5,1,10/28/17,9.00,1.00,1.00,0.96,1,2,1.7,0.98,0.62,-0.36,1,5,5,5,6,1.11,1,3,1.8,2,2.21,Green,9
560,Burke,24,2,4,10/28/17,9.00,0.88,0.88,0.99,4,2,2.6,0.41,0.33,-0.08,3,5,5,5,4.7,1.29,1,2,1.4,4,2.88,Green,9
562,Lexington,75,14,1,10/28/17,9.00,0.97,0.97,0.98,2,2,2,0.33,0.47,0.14,5,5,3,4,6.56,1.15,1,3,1.8,1,3.1,Yellow,9
563,Spring Valley,75,14,1,10/28/17,9.00,0.94,0.94,1.00,3,2,2.3,0.39,0.46,0.07,4,5,3,4,10.69,1.02,1,1,1,1,2.74,Green,9
564,Beaver Dam,2,6,2,10/28/17,9.00,0.98,0.98,1.00,2,2,2,0.22,0.28,0.06,4,5,3,4,2.34,1.12,1,1,1,1,2.65,Green,9
